trip_distance,passenger_count,PULocationID,DOLocationID,fare_amount,hour_of_day,is_weekend,trip_duration_min,day_of_month
2.81,1.0,237,107,11.0,17,0,9.383333333333333,14
1.87,1.0,79,170,8.0,14,0,6.6,13
6.15,1.0,161,66,21.0,17,0,22.383333333333333,22
0.67,1.0,264,264,4.5,12,1,3.2666666666666666,26
5.15,1.0,166,140,18.0,10,0,16.283333333333335,2
0.71,1.0,239,238,5.0,22,1,3.5166666666666666,25
5.11,1.0,244,126,15.0,18,0,8.733333333333333,17
0.68,1.0,142,48,5.0,13,0,4.5,24
20.9,1.0,138,89,58.0,15,0,35.9,24
19.32,1.0,132,168,52.0,23,1,26.416666666666668,4
0.57,1.0,41,42,4.5,13,0,3.3333333333333335,14
1.4,1.0,236,238,7.0,15,0,6.416666666666667,30
1.3,1.0,41,236,7.5,14,0,8.216666666666667,14
0.2,2.0,264,159,172.0,17,0,3.433333333333333,3
2.49,1.0,48,151,9.0,12,1,7.316666666666666,25
2.44,6.0,233,142,11.0,9,0,12.666666666666666,20
20.2,1.0,132,20,53.5,16,0,25.683333333333334,10
1.5,2.0,43,186,7.0,16,1,5.6,19
7.21,1.0,140,244,23.5,23,0,19.45,15
3.2,1.0,238,162,13.5,11,0,14.966666666666667,20
1.5,1.0,75,236,7.0,13,0,6.483333333333333,28
1.5,2.0,151,143,6.5,18,0,5.0,27
4.0,1.0,186,75,13.0,18,0,10.5,3
3.3,1.0,230,75,11.0,5,0,8.983333333333333,10
1.9,1.0,141,143,9.0,15,0,8.766666666666667,20
6.0,2.0,74,137,18.5,19,0,12.45,1
0.36,1.0,24,151,3.5,9,1,1.4333333333333333,19
0.47,1.0,48,48,3.5,17,0,2.1,27
3.2,1.0,238,42,15.0,8,0,19.166666666666668,8
1.2,1.0,107,68,7.0,9,0,7.4,3
2.2,1.0,137,50,10.0,19,0,12.216666666666667,1
5.8,2.0,87,50,19.0,18,0,16.283333333333335,23
0.98,1.0,186,249,5.0,17,0,3.433333333333333,7
1.1,1.0,247,69,6.0,13,1,5.516666666666667,26
6.38,1.0,75,112,22.0,19,0,22.216666666666665,28
0.8,1.0,263,141,4.5,13,0,3.0166666666666666,13
1.8,1.0,75,41,8.5,17,0,9.0,27
8.24,1.0,244,246,25.5,13,0,18.716666666666665,13
3.5,1.0,140,234,13.0,14,0,12.983333333333333,8
3.7,1.0,113,80,14.0,16,0,14.666666666666666,17
0.3,1.0,151,151,3.0,14,0,1.1666666666666667,29
3.22,1.0,141,145,10.5,19,0,10.35,17
2.9,2.0,142,41,12.5,13,1,13.116666666666667,5
1.2,1.0,237,263,5.5,10,0,4.3,22
0.6,1.0,236,236,6.0,11,0,6.216666666666667,3
5.35,1.0,141,116,18.5,17,0,19.433333333333334,27
1.5,1.0,249,186,6.0,8,0,3.95,14
2.92,1.0,140,238,13.0,15,0,13.683333333333334,8
2.93,1.0,162,231,10.5,18,1,9.25,25
12.68,1.0,138,177,38.5,10,0,31.0,20
1.26,5.0,236,75,5.5,16,0,3.7333333333333334,20
1.2,1.0,162,164,6.0,13,0,5.266666666666667,9
5.0,1.0,170,238,19.5,10,0,22.4,3
1.0,1.0,264,264,6.0,16,0,5.033333333333333,29
0.5,1.0,239,142,5.0,18,0,3.8333333333333335,10
0.2,3.0,24,151,3.5,13,1,1.5,4
3.3,1.0,162,41,14.5,11,0,15.766666666666667,7
1.72,1.0,142,186,7.0,22,0,5.333333333333333,28
2.91,3.0,142,263,11.0,18,1,11.15,26
3.3,1.0,230,236,11.5,18,0,10.933333333333334,14
2.2,1.0,239,141,11.0,13,0,14.15,14
0.45,1.0,236,233,4.0,10,0,3.15,28
1.32,1.0,41,75,7.0,9,0,6.883333333333334,23
3.13,1.0,107,143,11.0,8,0,10.25,15
2.92,1.0,239,68,11.0,14,0,10.0,14
2.23,1.0,48,90,8.5,23,0,7.283333333333333,28
2.24,1.0,75,141,8.0,5,0,5.55,17
1.3,1.0,236,239,5.5,15,0,3.6,28
2.5,2.0,142,151,10.5,17,0,10.316666666666666,20
0.8,1.0,141,229,5.0,10,0,3.7333333333333334,29
2.01,1.0,239,262,10.0,19,0,11.183333333333334,21
1.17,2.0,186,161,6.5,18,0,6.366666666666666,28
18.36,1.0,132,230,52.0,16,0,32.916666666666664,13
2.52,1.0,90,163,9.5,11,0,7.75,8
1.12,1.0,163,170,6.0,16,0,4.433333333333334,8
3.6,1.0,141,68,13.5,11,0,13.816666666666666,6
1.7,2.0,263,74,8.0,18,0,7.3,8
0.4,1.0,107,234,5.0,20,0,2.35,21
1.2,1.0,137,79,6.5,23,1,6.3,5
3.68,1.0,140,226,13.0,19,0,12.65,28
0.9,1.0,41,74,6.0,11,0,5.666666666666667,6
3.0,1.0,140,137,10.5,9,0,7.416666666666667,15
3.2,1.0,42,74,13.5,11,0,15.4,20
0.56,1.0,161,100,4.0,0,0,2.7333333333333334,14
1.9,1.0,107,186,9.0,19,0,10.15,27
0.38,1.0,262,263,5.5,19,0,5.633333333333334,2
1.61,1.0,142,141,7.5,20,1,6.633333333333334,26
3.5,1.0,186,236,12.5,18,0,10.966666666666667,28
1.27,1.0,42,41,5.5,8,0,3.3666666666666667,1
8.07,1.0,237,213,23.5,12,0,17.1,13
1.7,1.0,151,152,8.5,15,0,8.166666666666666,2
1.1,1.0,137,162,6.5,8,1,5.533333333333333,25
8.64,1.0,43,129,26.0,18,0,22.333333333333332,10
13.63,3.0,48,130,39.0,0,0,25.533333333333335,24
2.56,2.0,163,262,10.5,11,0,9.983333333333333,13
1.66,1.0,113,170,8.0,12,1,6.666666666666667,26
2.79,1.0,229,239,11.0,12,1,10.033333333333333,26
6.26,1.0,236,126,20.5,8,0,19.45,6
1.5,1.0,170,79,7.0,15,1,5.633333333333334,5
6.26,6.0,75,235,20.0,7,0,16.316666666666666,13
2.9,1.0,263,166,11.0,15,0,10.1,14
1.3,1.0,164,142,6.0,17,0,3.7333333333333334,15
0.83,1.0,244,116,5.5,21,0,4.2,14
0.51,5.0,238,151,4.5,14,0,3.566666666666667,17
0.66,1.0,151,132,5.0,13,0,4.2,22
5.61,1.0,161,161,19.5,9,0,21.016666666666666,10
3.08,1.0,107,163,12.0,7,0,12.1,16
1.9,1.0,151,236,9.0,9,0,9.65,17
0.62,1.0,48,163,4.0,23,0,2.183333333333333,1
1.3,1.0,74,236,5.5,8,0,3.1333333333333333,22
0.9,1.0,229,233,5.5,21,0,4.116666666666666,9
2.3,1.0,262,233,8.5,8,0,6.216666666666667,27
2.06,1.0,141,137,9.0,18,0,8.45,24
2.8,1.0,186,4,10.5,0,0,10.166666666666666,9
1.0,1.0,43,140,7.0,7,0,8.1,30
2.04,1.0,234,141,9.0,19,0,9.166666666666666,30
1.8,2.0,75,141,6.5,8,1,4.0,5
1.07,1.0,186,107,6.0,16,0,5.25,23
1.9,1.0,233,140,8.0,9,1,8.483333333333333,4
3.28,6.0,140,90,13.0,19,0,13.4,28
1.73,1.0,141,263,6.5,10,0,4.016666666666667,16
1.8,1.0,237,48,9.0,18,1,9.1,25
1.92,2.0,43,43,7.5,16,0,4.916666666666667,15
3.88,1.0,132,132,12.5,7,0,48.766666666666666,22
3.3,1.0,48,262,13.5,14,1,15.683333333333334,4
2.5,1.0,74,140,10.5,15,0,10.8,15
0.8,1.0,229,163,6.0,10,0,5.733333333333333,8
1.6,1.0,166,116,7.0,15,0,6.116666666666666,16
5.13,1.0,231,236,16.5,10,0,16.016666666666666,24
1.92,1.0,75,152,9.0,15,0,8.75,9
2.0,2.0,151,42,9.5,11,1,9.033333333333333,4
3.1,2.0,151,74,11.5,8,1,11.05,25
3.1,1.0,151,141,13.0,14,0,13.4,17
1.79,5.0,116,166,7.5,3,1,5.4,4
4.98,1.0,137,260,17.5,10,0,16.616666666666667,17
3.03,3.0,140,186,11.0,18,0,10.283333333333333,27
0.8,1.0,231,87,6.0,11,0,6.633333333333334,2
1.0,1.0,249,234,5.5,14,0,3.3833333333333333,16
0.33,1.0,238,238,3.5,13,0,2.033333333333333,8
3.4,1.0,24,48,12.0,9,1,10.3,12
1.15,1.0,68,161,6.0,13,0,5.433333333333334,8
1.46,5.0,75,74,6.5,10,0,5.783333333333333,24
2.03,1.0,162,234,9.0,14,0,8.8,14
1.0,1.0,163,48,6.0,10,0,4.383333333333334,7
1.35,4.0,42,74,7.0,13,1,6.3,18
2.18,1.0,43,140,9.0,19,0,7.75,17
0.4,1.0,170,170,5.0,21,0,4.95,8
1.73,1.0,151,152,8.0,17,0,7.8,16
4.61,1.0,238,234,15.5,14,0,13.516666666666667,29
0.91,6.0,236,141,5.5,6,0,3.8666666666666667,3
0.16,1.0,236,236,3.0,13,0,1.4166666666666667,27
3.7,1.0,229,112,14.0,9,1,11.8,12
1.51,1.0,43,164,6.5,14,1,4.133333333333334,4
9.67,1.0,132,70,26.5,17,0,11.983333333333333,29
1.7,2.0,41,42,8.0,13,0,7.45,16
0.91,1.0,142,142,5.0,7,0,4.016666666666667,13
0.8,1.0,162,237,4.5,11,0,2.45,23
1.37,1.0,141,162,5.5,7,0,3.433333333333333,29
2.7,1.0,107,140,9.0,6,0,6.883333333333334,23
3.0,1.0,170,263,10.5,18,0,9.033333333333333,29
0.6,1.0,42,41,5.5,15,0,5.366666666666666,9
1.75,1.0,238,41,8.5,19,1,8.816666666666666,5
3.0,1.0,107,48,12.0,15,0,13.35,29
0.8,1.0,237,140,5.5,13,0,4.466666666666667,28
1.34,1.0,141,263,6.0,20,0,3.9,3
2.94,1.0,211,48,11.5,9,0,11.766666666666667,8
1.54,5.0,237,162,8.5,16,0,8.633333333333333,22
1.06,1.0,238,151,6.0,16,0,5.816666666666666,24
2.9,1.0,161,151,12.0,12,0,12.216666666666667,6
1.28,2.0,236,237,5.5,9,0,3.783333333333333,9
13.3,1.0,138,132,36.5,10,0,18.4,1
1.95,1.0,233,140,8.0,17,0,6.566666666666666,28
2.09,1.0,141,262,7.5,14,0,6.133333333333334,20
3.89,1.0,263,107,12.0,6,0,9.833333333333334,6
2.49,1.0,68,238,9.5,14,0,7.916666666666667,27
2.2,1.0,162,68,9.5,20,0,8.5,2
2.6,1.0,143,166,9.5,12,0,7.816666666666666,8
1.74,2.0,142,186,8.0,21,0,6.533333333333333,3
2.9,1.0,74,141,11.0,6,0,9.316666666666666,17
0.8,1.0,42,41,5.0,21,0,3.783333333333333,17
0.71,1.0,141,236,5.5,10,0,4.966666666666667,24
0.52,1.0,79,4,4.5,16,1,3.7,4
1.03,1.0,65,97,6.5,9,0,6.55,6
0.7,4.0,90,249,4.0,16,0,1.6833333333333333,28
0.45,1.0,186,186,3.5,12,0,2.1166666666666667,7
0.38,1.0,142,239,3.5,7,0,1.8,6
1.4,1.0,74,75,6.0,7,0,6.9,16
1.4,1.0,233,141,7.5,19,0,7.166666666666667,22
1.8,1.0,143,24,7.0,15,0,4.533333333333333,22
5.55,1.0,137,13,17.5,14,0,11.383333333333333,3
3.09,1.0,90,45,10.5,17,1,9.616666666666667,12
3.6,2.0,264,243,13.0,6,0,9.683333333333334,30
7.89,1.0,88,75,23.0,10,0,12.916666666666666,8
6.1,1.0,41,250,19.0,19,0,12.866666666666667,28
3.4,1.0,186,140,13.0,10,0,14.75,2
4.41,2.0,75,167,16.5,6,0,17.683333333333334,21
0.9,1.0,142,48,5.0,10,1,3.316666666666667,4
1.22,2.0,236,162,6.0,16,0,4.316666666666666,10
2.21,1.0,142,262,10.5,17,0,11.7,20
4.2,1.0,238,244,15.0,14,1,12.233333333333333,18
7.27,1.0,48,244,22.5,9,0,15.466666666666667,27
0.8,1.0,246,186,6.5,8,0,7.016666666666667,8
0.97,1.0,236,263,6.0,13,1,5.5,5
1.32,1.0,229,170,6.5,17,1,6.4,18
0.8,1.0,186,90,5.0,17,0,3.783333333333333,3
0.8,1.0,236,75,4.5,10,0,3.0166666666666666,15
3.5,1.0,237,224,14.5,13,0,13.5,28
12.0,1.0,186,167,36.5,17,1,27.883333333333333,12
2.68,6.0,161,114,10.0,18,0,8.333333333333334,6
1.07,1.0,69,42,6.5,13,1,6.366666666666666,11
2.06,1.0,263,161,8.5,10,0,7.883333333333334,15
0.92,1.0,79,4,5.0,18,0,3.25,9
1.86,1.0,48,158,7.0,20,1,5.466666666666667,18
1.25,1.0,144,107,5.5,22,0,3.1333333333333333,1
0.8,1.0,74,74,5.0,5,0,3.7,1
2.1,1.0,75,247,7.5,2,0,9.183333333333334,28
1.19,1.0,166,24,6.0,11,0,4.95,30
0.8,1.0,238,75,5.0,6,0,2.816666666666667,10
0.6,1.0,50,230,4.0,18,0,2.8833333333333333,16
2.0,1.0,164,142,8.0,23,0,5.683333333333334,22
1.3,4.0,236,236,8.5,9,0,9.5,23
4.21,1.0,148,229,14.5,8,0,11.333333333333334,30
0.7,1.0,141,236,4.5,11,0,3.4166666666666665,17
2.4,2.0,249,161,9.5,6,0,8.75,27
2.57,1.0,151,143,11.0,19,1,11.666666666666666,12
1.09,1.0,43,238,5.5,6,0,3.6666666666666665,16
2.28,1.0,229,48,10.5,15,1,12.2,26
1.63,1.0,142,141,7.5,18,1,7.133333333333334,25
0.37,3.0,45,45,4.0,13,0,2.5166666666666666,28
0.73,1.0,263,140,4.0,12,0,2.1333333333333333,2
2.0,1.0,141,107,7.5,17,1,4.6,25
0.6,2.0,141,236,4.0,20,0,2.0,10
7.44,2.0,24,13,21.5,6,0,13.683333333333334,2
0.31,1.0,75,75,4.0,16,0,3.1666666666666665,23
0.48,1.0,238,24,4.0,19,1,2.2333333333333334,18
3.52,1.0,263,233,11.5,11,0,6.833333333333333,27
8.1,2.0,162,244,25.5,13,0,18.316666666666666,21
3.03,1.0,239,161,12.0,14,0,11.083333333333334,30
1.86,1.0,229,107,7.0,10,0,5.266666666666667,6
0.87,1.0,263,262,5.0,16,0,3.783333333333333,15
0.9,1.0,238,166,4.5,7,0,2.0166666666666666,6
4.55,2.0,140,249,17.0,14,0,20.45,3
1.4,1.0,263,237,7.5,12,0,7.666666666666667,9
2.3,1.0,262,161,10.5,12,0,11.883333333333333,24
20.39,1.0,132,65,53.5,12,0,23.033333333333335,9
3.9,1.0,100,75,13.0,7,0,12.383333333333333,30
3.3,1.0,233,75,13.0,8,0,11.15,29
1.1,1.0,141,263,5.0,16,1,2.716666666666667,18
3.8,1.0,87,49,13.5,23,0,11.65,6
3.27,1.0,41,247,13.0,22,1,16.0,26
0.9,1.0,234,79,5.5,5,1,4.083333333333333,4
3.19,1.0,140,137,11.5,17,0,8.783333333333333,22
1.1,1.0,239,143,7.0,16,0,7.083333333333333,15
1.45,1.0,68,249,7.0,11,0,6.683333333333334,15
0.7,1.0,75,74,4.0,19,0,1.8166666666666667,8
1.4,1.0,263,229,6.0,10,1,4.016666666666667,12
0.6,1.0,263,263,4.0,23,0,1.4666666666666666,30
1.2,1.0,238,236,7.0,12,0,7.7,8
1.0,1.0,48,68,5.5,19,1,3.6,11
2.5,1.0,159,47,10.0,16,0,9.816666666666666,17
1.02,1.0,263,141,5.0,20,1,3.1666666666666665,18
3.3,1.0,263,137,11.5,8,1,7.95,25
4.6,1.0,151,68,16.5,11,0,18.116666666666667,6
5.02,2.0,74,170,16.0,15,0,12.683333333333334,10
1.89,1.0,234,4,9.5,17,1,10.783333333333333,19
2.8,1.0,140,186,12.0,8,0,13.3,17
1.1,1.0,68,161,6.0,23,0,4.35,17
1.9,1.0,186,237,8.0,7,0,6.95,10
1.17,1.0,186,170,8.0,9,0,8.8,28
1.1,1.0,75,74,5.5,18,0,3.566666666666667,8
6.3,1.0,113,74,19.5,14,1,17.816666666666666,4
0.7,1.0,239,238,4.0,16,1,2.0,25
0.54,1.0,249,158,5.0,16,0,4.716666666666667,3
6.47,1.0,107,40,19.5,19,0,14.833333333333334,13
3.97,2.0,247,238,15.0,7,1,19.766666666666666,5
3.2,1.0,107,236,11.5,17,0,10.05,10
0.42,1.0,237,140,4.0,6,0,2.6666666666666665,16
2.54,1.0,262,151,10.5,20,1,10.783333333333333,11
1.1,1.0,90,107,5.5,12,0,4.466666666666667,30
